postal_code,country_code,place_name,state_name,state_code,county_name,county_code,community_name,community_code,latitude,longitude,accuracy,entreprises
01000,FR,"Bourg-en-Bresse, Saint-Denis-lès-Bourg",Auvergne-Rhône-Alpes,84.0,Ain,01,Bourg-en-Bresse,012,46.210955728536106,5.216321136663752,5,l'europeain
01320,FR,"Villette-sur-Ain, Châtenay, Crans, Saint-Nizier-le-Désert, Chalamont, Châtillon-la-Palud",Auvergne-Rhône-Alpes,84.0,Ain,01,Bourg-en-Bresse,012,46.00927245818343,5.2117620958899185,5,ain stall chauffage
01320,FR,"Villette-sur-Ain, Châtenay, Crans, Saint-Nizier-le-Désert, Chalamont, Châtillon-la-Palud",Auvergne-Rhône-Alpes,84.0,Ain,01,Bourg-en-Bresse,012,46.00913690733316,5.213942824240215,5,ain-stall chauffage
01120,FR,"Pizay, Niévroz, Sainte-Croix, Thil, Dagneux, La Boisse, Montluel",Auvergne-Rhône-Alpes,84.0,Ain,01,Bourg-en-Bresse,012,45.86222671464106,5.062706119995286,5,ainternet services atns
01250,FR,"Villereversure, Germagnat, Hautecourt-Romanèche, Ceyzériat, Revonnas, Saint-Just, Bohas-Meyriat-Rignat, Tossiat, Cize, Corveissiat, Chavannes-sur-Suran, Pouillat, Ramasse, Drom, Grand-Corent, Simandre-sur-Suran, Jasseron, Journans, Montagnat",Auvergne-Rhône-Alpes,84.0,Ain,01,Bourg-en-Bresse,012,46.21212386862549,5.386823704433369,5,bricol'ain
01350,FR,"Ceyzérieu, Anglefort, Lavours, Béon, Cressin, Vongnes, Culoz, Flaxieu, Pollieu",Auvergne-Rhône-Alpes,84.0,Ain,01,Belley,011,45.8380009423217,5.76091319875947,5,alp'ain
01300,FR,"Peyrieu, Saint-Bois, Prémeyzel, Parves et Nattages, Brens, Arboys en Bugey, Massignieu-de-Rives, Nattages, Virignin, Saint-Champ, Saint-Benoît, Magnieu, Murs, Saint-Germain-les-Paroisses, Marignieu, Izieu, Parves, Chazey-Bons, Cuzieu, Conzieu, Andert-et-Condon, Colomieu, Groslée-Saint-Benoit, Ambléon, Arbignieu, Belley, Brégnier-Cordon, Contrevoz",Auvergne-Rhône-Alpes,84.0,Ain,01,Belley,011,45.73630547691749,5.670530652832502,5,oh   diablot'ain
01000,FR,"Bourg-en-Bresse, Saint-Denis-lès-Bourg",Auvergne-Rhône-Alpes,84.0,Ain,01,Bourg-en-Bresse,012,46.211076375217594,5.21121412801258,5,bamb'ain autos
01340,FR,"Saint-Sulpice, Béréziat, Foissiat, Marsonnas, Montrevel-en-Bresse, Malafretaz, Saint-Didier-d'Aussiat, Attignat, Cras-sur-Reyssouze, Jayat, Étrez",Auvergne-Rhône-Alpes,84.0,Ain,01,Bourg-en-Bresse,012,46.33360485908543,5.12191137084047,5,taxi formul'ain formul ain transport
01560,FR,"Vernoux, Courtes, Vescours, Lescheroux, Curciat-Dongalon, Mantenay-Montlin, Saint-Jean-sur-Reyssouze, Saint-Julien-sur-Reyssouze, Saint-Nizier-le-Bouchoux, Servignat, Cormoz, Saint-Trivier-de-Courtes",Auvergne-Rhône-Alpes,84.0,Ain,01,Bourg-en-Bresse,012,46.45091968053907,5.120387421819981,5,auto ecole formmul'ain
01100,FR,"Groissiat, Géovreisset, Martignat, Bellignat, Oyonnax, Apremont, Arbent",Auvergne-Rhône-Alpes,84.0,Ain,01,Nantua,014,46.24638580064777,5.641229678229948,5,l'ainpact
01000,FR,"Bourg-en-Bresse, Saint-Denis-lès-Bourg",Auvergne-Rhône-Alpes,84.0,Ain,01,Bourg-en-Bresse,012,46.209178230842795,5.2143591480011375,5,ainpact bourg en bresse
01150,FR,"Blyes, Souclin, Leyment, Sainte-Julie, Villebois, Vaux-en-Bugey, Chazey-sur-Ain, Lagnieu, Sault-Brénaz, Saint-Vulbas, Saint-Sorlin-en-Bugey",Auvergne-Rhône-Alpes,84.0,Ain,01,Belley,011,45.88644307833271,5.335805201592856,5,ain'stall
01140,FR,"Thoissey, Valeins, Peyzieux-sur-Saône, Saint-Étienne-sur-Chalaronne, Mogneneins, Garnerans, Illiat, Saint-Didier-sur-Chalaronne",Auvergne-Rhône-Alpes,84.0,Ain,01,Bourg-en-Bresse,012,46.1688299319937,4.842772543770812,5,les jard'ain bugistes
01000,FR,"Bourg-en-Bresse, Saint-Denis-lès-Bourg",Auvergne-Rhône-Alpes,84.0,Ain,01,Bourg-en-Bresse,012,46.21016396945257,5.216106082940825,5,ainterim'air
01500,FR,"Château-Gaillard, Bettant, Ambutrix, Ambronay, Douvres, Saint-Maurice-de-Rémens, Saint-Denis-en-Bugey, Ambérieu-en-Bugey",Auvergne-Rhône-Alpes,84.0,Ain,01,Belley,011,45.97062694474402,5.337583022525219,5,ainterimair
01310,FR,"Buellas, Curtafond, Saint-Rémy, Montcet, Montracol, Confrançon, Saint-Martin-le-Châtel, Polliat",Auvergne-Rhône-Alpes,84.0,Ain,01,Bourg-en-Bresse,012,46.23591532457979,5.122833497960973,5,select evainement
01800,FR,"Saint-Maurice-de-Gourdans, Villieu-Loyes-Mollon, Rignieux-le-Franc, Bourg-Saint-Christophe, Saint-Éloi, Joyeux, Faramans, Saint-Jean-de-Niost, Charnoz-sur-Ain, Pérouges, Meximieux, Le Montellier",Auvergne-Rhône-Alpes,84.0,Ain,01,Belley,011,45.9028789898579,5.171311728181123,5,le bon mat'ain
01130,FR,"Saint-Germain-de-Joux, Le Poizat-Lalleyriat, Les Neyrolles, Échallon, Belleydoux, Lalleyriat, Plagne, Le Poizat, Nantua, Charix, Giron",Auvergne-Rhône-Alpes,84.0,Ain,01,Nantua,014,46.18771989364356,5.715362923570908,5,au fil de l'ain
01450,FR,"Labalme, Bolozon, Challes-la-Montagne, Serrières-sur-Ain, Cerdon, Mérignat, Poncin, Leyssard, Saint-Alban",Auvergne-Rhône-Alpes,84.0,Ain,01,Nantua,014,46.12125444780419,5.459199040458031,5,ain'temporel
01000,FR,"Bourg-en-Bresse, Saint-Denis-lès-Bourg",Auvergne-Rhône-Alpes,84.0,Ain,01,Bourg-en-Bresse,012,46.204140405254954,5.210134147576604,5,ainformatix
01300,FR,"Peyrieu, Saint-Bois, Prémeyzel, Parves et Nattages, Brens, Arboys en Bugey, Massignieu-de-Rives, Nattages, Virignin, Saint-Champ, Saint-Benoît, Magnieu, Murs, Saint-Germain-les-Paroisses, Marignieu, Izieu, Parves, Chazey-Bons, Cuzieu, Conzieu, Andert-et-Condon, Colomieu, Groslée-Saint-Benoit, Ambléon, Arbignieu, Belley, Brégnier-Cordon, Contrevoz",Auvergne-Rhône-Alpes,84.0,Ain,01,Belley,011,45.74249016000649,5.676470954480772,5,le gourmand'ain
01570,FR,"Feillens, Manziat, Vésines, Asnières-sur-Saône",Auvergne-Rhône-Alpes,84.0,Ain,01,Bourg-en-Bresse,012,46.36643175587517,4.887854907224237,5,pouss'ain
01170,FR,"Crozet, Chevry, Échenevex, Ségny, Cessy, Mijoux, Gex, Vesancy",Auvergne-Rhône-Alpes,84.0,Ain,01,Gex,013,46.32474959361517,6.0578001750651795,5,ainvestimmo
01000,FR,"Bourg-en-Bresse, Saint-Denis-lès-Bourg",Auvergne-Rhône-Alpes,84.0,Ain,01,Bourg-en-Bresse,012,46.20719213469894,5.2083811702048575,5,ain'stant delice
01630,FR,"Sergy, Saint-Jean-de-Gonville, Péron, Challex, Saint-Genis-Pouilly",Auvergne-Rhône-Alpes,84.0,Ain,01,Gex,013,46.22068722509366,5.975355307253093,5,ain taxi
01000,FR,"Bourg-en-Bresse, Saint-Denis-lès-Bourg",Auvergne-Rhône-Alpes,84.0,Ain,01,Bourg-en-Bresse,012,46.20746367694086,5.2142034874063095,5,ain petit service
01250,FR,"Villereversure, Germagnat, Hautecourt-Romanèche, Ceyzériat, Revonnas, Saint-Just, Bohas-Meyriat-Rignat, Tossiat, Cize, Corveissiat, Chavannes-sur-Suran, Pouillat, Ramasse, Drom, Grand-Corent, Simandre-sur-Suran, Jasseron, Journans, Montagnat",Auvergne-Rhône-Alpes,84.0,Ain,01,Bourg-en-Bresse,012,46.207307344193374,5.386994367048739,5,ain avenir environnement
01200,FR,"Villes, Chézery, Injoux-Génissiat, Bellegarde-sur-Valserine, Lancrans, Léaz, Billiat, Montanges, Confort, Châtillon-en-Michaille, Éloise",Auvergne-Rhône-Alpes,84.0,Ain,01,Nantua,014,46.12615407104784,5.8324005414454465,5,ain-form@tique
01000,FR,"Bourg-en-Bresse, Saint-Denis-lès-Bourg",Auvergne-Rhône-Alpes,84.0,Ain,01,Bourg-en-Bresse,012,46.20886150712277,5.212906479694065,5,ainflux
01190,FR,"Reyssouze, Boz, Chevroux, Saint-Bénigne, Ozan, Pont-de-Vaux, Saint-Étienne-sur-Reyssouze, Sermoyer, Chavannes-sur-Reyssouze, Gorrevod, Arbigny, Boissey",Auvergne-Rhône-Alpes,84.0,Ain,01,Bourg-en-Bresse,012,46.43079177525062,4.9656584230865874,5,le 1900 ain
01160,FR,"Varambon, Neuville-sur-Ain, Pont-d'Ain, Priay, La Tranclière, Saint-Martin-du-Mont, Druillat",Auvergne-Rhône-Alpes,84.0,Ain,01,Nantua,014,46.067791840109344,5.321474725277186,5,cl.ain d'oeil
